R	The frequencies of infants regarding gestational age , breastfeeding and regular medical visits were similar in both groups.
R	Sleeping position for most cases and controls was the lateral one.
R	Supine sleeping position was found for few infants in both groups.
R	Maternal variables , age below 20 years ( OR=2 , 95% CI:1.1 ; 5.1 ) and smoking of more than 10 cigarettes per day during pregnancy ( OR=3 , 95% CI: 1.3 ; 6.4 ) , significantly increased the risk for the syndrome.
R	Socioeconomic characteristics were similar in both groups and did not affect risk.
C	Infant-maternal and socioeconomic profiles of cases in a developing country closely resembled the profile described in the literature , and risk factors were similar as well.
C	However , individual characteristics were identified as risks in the population studied , such as smoking during pregnancy and maternal age below 20 years.
P	The study was conducted to develop and test a hypothetical model which explains self-care behavior in patients with type 2 diabetes was established based on the Self-Determination Theory.
M	The participants were 218 patients with type 2 diabetes mellitus enrolled in an outpatient clinic of one endocrine center in Korea.
M	The data were collected using questionnaires from April 5 through May 7 , 2010.
M	The descriptive and correlation statistics were analyzed using the SPSS/WIN 15.0 and the structural equation modeling procedure was performed using the AMOS 7.0 program.
R	The results of this study showed that competence and autonomous motivation were the strong factors influencing self-care behavior in patients in this sample.
R	Support from health provider for autonomy was a significant indirect factor on self-care behavior.
R	These factors explained 64.9% of variance in the participants' self care behavior.
R	The proposed model was concise and extensive in predicting self-care behavior of the participants.
C	Findings may provide useful assistance in developing effective nursing interventions for maintaining and promoting self-care behavior in patients with type 2 diabetes.
B	Much of the research on the detrimental effects of inequality on well-being is based on cross-sectional surveys , which may have over- or under-estimated the relationship between income inequality and well-being.
B	Moreover , the vast majority of the work comes from Western industrialized contexts but it is not known to what extent the same pattern holds in non-Western developing countries.
P	The current research aims to address these two issues by investigating the longitudinal effects of income inequality on well-being in China.
M	We used the China Family Panel Studies dataset in 2010-2014.
M	Our study includes a representative sample of 29 ,331 residents from 20 provinces in China.
M	The participants completed measures of well-being , including subjective well-being and psychological distress.
M	We examined whether provincial-level income inequality in 2010 predicted individual-level well-being in 2014.
R	Multilevel analyses showed that residents in more unequal provinces had lower subjective well-being and greater psychological distress.
R	The patterns still held , after controlling for baseline well-being and a number of covariates , including age , gender , education , income , ethnicity , marital status , and urban/rural residence.
R	The effects of inequality on well-being differed across socioeconomic groups.
C	Findings suggest that income inequality has long-term adverse consequences on well-being in a non Western developing society.
C	Furthermore , its effects are moderated by financial wealth.
B	To meet the treatment needs of the growing number of adolescents who seek help for cannabis use problems , new or supplementary types of treatment are needed.
B	We investigated whether multidimensional family therapy ( MDFT ) was more effective than cognitive behavioral therapy ( CBT ) in treatment-seeking adolescents with a DSM-IV cannabis use disorder in The Netherlands.
M	One hundred and nine adolescents participated in a randomized controlled trial , with study assessments at baseline and at 3 , 6 ,9 and 12 months following baseline.
M	They were randomly assigned to receive either outpatient MDFT or CBT , both with a planned treatment duration of 5-6 months.
M	Main outcome measures were cannabis use , delinquent behavior , treatment response and recovery at one-year follow-up , and treatment intensity and retention.
R	MDFT was not found to be superior to CBT on any of the outcome measures.
R	Adolescents in both treatments did show significant and clinically meaningful reductions in cannabis use and delinquency from baseline to one-year follow-up , with treatment effects in the moderate range.
R	A substantial percentage of adolescents in both groups met the criteria for treatment response at month 12.
R	Treatment intensity and retention was significantly higher in MDFT than in CBT.
R	Post hoc subgroup analyses suggested that high problem severity subgroups at baseline may benefit more from MDFT than from CBT.
C	The current study indicates that MDFF and CBT are equally effective in reducing cannabis use and delinquent behavior in adolescents with a cannabis use disorder in The Netherlands.
C	( C ) 2011 Elsevier Ireland Ltd.
C	All rights reserved.
B	Unlike other disorders , much of the economic burden of mental disorders is not due to direct costs of care , but due to indirect costs such as loss of employment and the receipt of public assistance.
P	The goal of this paper is to estimate how having a mental disorder impacts employment outcomes , receipt of public assistance and food assistance.
M	We estimate the impact of having a mental disorder on employment and the receipt of public assistance using instrumental variable ( IV ) methods and a longitudinal dataset: National Epidemiologic Survey on Alcohol and Related Conditions.
M	Having a mental disorder is instrumented by whether the individual has any close family members with a history of alcohol , drug or behavioral disorders.
M	We use bivariate probit models that control for individual socio-demographic characteristics and health status variables.
R	Results show that having any mental disorders is associated with a significant reduction in the probability of being employed by 0.09 ( or 9 percentage points ) , and in the probability of being employed full-time by 0.10.
R	For public assistance outcomes , having any mental disorders is associated with a significant increase in the probability of receiving public assistance and food assistance by 0 ,10 and 0.15 , respectively.
R	These estimated marginal effects using instrumental variable methods are greater than the standard probit model estimates for all outcomes , implying that the true impact of having a mental disorder is underestimated by standard models that do not employ an identifying strategy that controls for endogeneity.
C	The relatively large marginal effects on employment and public assistance suggest that effective diagnosis and treatment of individuals with mental disorders in the workforce can have a significant impact on productivity and public assistance programs.
B	Seeking screening and treatment for chlamydia ( CT ) and gonorrhea ( GC ) by young women is critical to reduction of asymptomatic cervicitis and its complications.
P	To evaluate the efficacy of a client-centered motivational behavioral intervention ( MBI ) , to promote seeking of sexually tranmitted infection ( STI ) checkups by young women.
M	Three hundred seventy-six of 770 eligible sexually active , nonpregnant , English-speaking women ( mean age 18.5 years ) were recruited from an urban reproductive health clinic and randomized to two groups: intervention plus standard care ( MBI ) or standard care alone ( SC ).
M	MBI ( two sessions plus booster ) was based on the Transtheoretical Model of Change and employed motivational interviewing.
M	Outcome measures monitored for 12 months included: client-initiated clinic visits for STI checkups in response to seven high-risk sexual behaviors by self-report ( primary ) , consistent condom use , number of CT and GC episodes , and movement along the stages of change obtained at baseline and 6- and 12-month follow-up assessments ( secondary ).
M	Analyses included chi-square , logistic regression , and generalized estimating equations.
R	At baseline , more than 70% endorsed the action stage of change for seeking STI checkups for three of seven high-risk sexual behaviors.
R	No significant differences were noted between the two groups for the primary or secondary outcomes.
R	Across groups , having multiple partners and being pregnant or thinking one might be pregnant were associated with STI checkups.
C	This is the first known client-centered clinical trial to promote STI screening.
C	Risk-taking and health-seeking behaviors are complex and interrelated with STI and pregnancy concerns.
C	The intervention may have an effect if it is targeted to women in a less medically connected community-based sample.
C	( C ) 2010 Society for Adolescent Medicine.
C	All rights reserved.
B	Stroke-related muscle wasting is one of the factors leading to long-term disability and functional dependency.
B	No study has reported an effective therapeutic intervention for such muscle wasting.
P	The purpose of this study was to investigate the effects of neuromuscular electrical stimulation ( NMES ) on quadriceps muscle mass preservation in patients with acute moderate or severe stroke by using ultrasonography ( US ).
M	Twenty patients with acute , moderate , or severe stroke ( age: 68 +/- 11 years ) were divided into usual care group ( control group ) and intervention groups ( NMES group ) , respectively.
M	Patients in theNMESgroup underwent NMES treatment for bilateral quadriceps muscles for 2 weeks in addition to the usual care.
M	Quadriceps muscle thickness was measured on admission and 2 weeks after the first measurement.
R	The quadriceps muscle thickness on the paretic and non-paretic sides in the NMES group ( -12.4% +/- 12.7% , -5.5% +/- 15.3% , respectively ) significantly decreased to a lesser degree than that in the control group ( -29.5% +/- 12.1% , P = 0.004 ; and -22.0% +/- 16.8% , P = 0.04 , respectively ).
C	NEMS seemed to have preserved the quadriceps muscle mass in patients with moderate or severe acute stroke.
B	Cigarette smoking habit usually begins in adolescence.
B	The developing countries in South Asia like Pakistan , India , Bangladesh , and Nepal , where the largest segment of the population is comprised of adolescents , are more susceptible to smoking epidemic and its consequences.
B	Therefore , it is important to identify the association between anti-smoking initiatives and current smoking status in order to design effective interventions to curtail the smoking epidemic in this region.
M	This is a secondary analysis of national data from the Global Youth Tobacco Survey ( GYTS ) conducted in Pakistan ( year 2003 ) , India ( year 2006 ) , Bangladesh ( year 2007 ) , and Nepal ( year 2007 ).
M	GYTS is a school-based survey of students targeting adolescents of age 13-15 years.
M	We examined the association of different ways of delivering anti-smoking messages with students' current smoking status.
R	A total of 19 ,643 schoolchildren were included in this study.
R	The prevalence of current smoking was 5.4% with male predominance.
R	No exposure to school teachings , family discussions regarding smoking hazards , and anti-smoking media messages was significantly associated with current smoking among male students.
R	Participants who were deprived of family discussion regarding smoking hazards ( girls: odds ratio ( OR ) 1.56 , 95% confidence interval ( CI ) 0.84-2.89 , p value 0.152 ; boys: OR 1.37 , 95% CI 1.04-1.80 , p value 0.025 ) , those who had not seen media messages ( girls: OR 2.89 , 95% CI 1.58-5.28 , p value < 0.001 ; boys: OR 1.32 , 95% CI 0.91-1.88 , p value 0.134 ) , and those who were not taught the harmful effects of smoking at school ( girls: OR 2.00 , 95% CI 0.95-4.21 , p value 0.066 ; boys: OR 1.89 , 95% CI 1.44-2.48 , p value < 0.001 ) had higher odds of being current smokers after multivariate adjustment.
C	School-going adolescents in South Asia ( Pakistan , India , Nepal , and Bangladesh ) who were not exposed to anti-tobacco media messages or were not taught about the harmful effects in school or at home had higher odds of being current smokers than their counterparts.
B	The creation of biobanks depends upon people's willingness to donate their samples for research purposes and to agree to sample storage.
B	Moreover , biobanks are a public good that requires active participation by all interested stakeholders at every stage of development.
B	Therefore , knowing public's attitudes towards participation in a biobank and biobank management is important and deserves investigation.
M	A survey was conducted among family members of patients attending the outpatient department of our institute for a geriatric or neurological visit , documenting their willingness to participate in a biobank and their views on the legal-ethical aspects of biobank management.
M	Information regarding subjects' attitudes on biomedical research in general and genetic research in particular was also collected.
M	Participants' data on biobanks were compared with data previously collected from the Italian ethics committees ( ECs ) to evaluate the extent to which lay people and ethics committees share views and concerns regarding biobanks.
R	One hundred forty-five subjects took part in the survey.
R	The willingness to give biological samples for the constitution of a biobank set up for research purposes was declared by 86% of subjects and was modulated by subjects' education.
R	People in favour of providing biological samples for a biobank expressed a more positive view on biomedical research than did people who were not in favour ; attitude towards genetic research in dementia was the strongest predictor of participation.
R	Different from ECs that prefer specific consent ( 52% ) and do not choose the option of broad consent ( 8% ) for samples collection in a biobank , participants show a clear preference for broad consent ( 57% ) , followed by partially restricted consent ( 16% ) , specific consent ( 15% ) , and multi-layered consent ( 12% ).
R	Almost all of the subjects available to contribute to a biobank desire to receive both individual research results and research results of general value , while around fifty per cent of ECs require results communication.
C	Family members showed willingness to participate in a biobank for research and expressed a view on the ethical aspects of a biobank management that differ on several issues from the Italian ECs' opinion.
C	Laypersons' views should be taken into account in developing biobank regulations.
P	Past research has established parameters for the 2f1-f2 distortion product otoacoustic emissions ( DPOAEs ) that enhance response levels (  e. g. , L1-L2 = 10 dB ; f2/f1 = 1.22 ; L1 , L2 = 65 , 55 dB SPL ).
P	These same parameters do not optimize 2f2-f1 DPOAEs.
P	Therefore , this study was conducted to evaluate more completely those parameters that produce the most robust 2f2-f1 output.
M	Input-output functions of the 2f2-f1 component were obtained from 20 normal-hearing adults (  with f2 = 2000 Hz and 4000 Hz ).
M	Frequency ratios , level differences , and overall sound levels were manipulated with parameter combinations chosen to expand on information established in previous studies.
M	The DPOAE signal-to-noise ratio ( SNR ) , response presence , and output levels were measured.
R	In general , mean SNRs and 2f2-f1 levels were greater , and DPOAEs were present more often for 2000 than for 4000 Hz across all parameter combinations.
R	No single parameter combination resulted in pronounced maxima for 2f2-f1 , which is consistent with past studies but is in sharp contrast to results for the more familiar 2f1-f2.
C	Overall , the results suggest that to maximize the 2f2-f1 level , lower test frequencies , low frequency ratio , essentially equal levels of primary tones , and moderate stimulus levels are best , and such parameters might be important for applying DPOAE measurement to assessment of normal and impaired auditory function.
B	Research indicates that exposure to war-related traumatic events impacts on the mental health of refugees and leads to higher rates of posttraumatic stress disorder ( PTSD ) , depression , and anxiety symptoms.
B	Furthermore , stress associated with the migration process has also been shown to impact negatively on refugees' mental health , but the extent of these experiences is highly debatable as the relationships between traumatic events , migration , and mental health outcomes are complex and poorly understood.
P	This study aimed to examine the influence of trauma-related and post-migratory factors on symptoms of PTSD , depression , and anxiety in two samples of Bosnian refugees that have resettled in two different host nations-Austria and Australia.
M	Using multiple recruitment methods , 138 participants were recruited to complete self-report measures assessing acculturative stress , PTSD , depressive , and anxiety symptoms.
R	Hierarchical regressions indicated that after controlling for age , sex , and exposure to traumatic events , acculturative stress associated with post-migratory experiences predicted severity of PTSD and anxiety symptoms , while depressive symptoms were only predicted by exposure to traumatic events.
R	This model , however , was only significant for Bosnian refugees resettled in Austria , as PTSD , depressive , and anxiety symptoms were only predicted by traumatic exposure in the Bosnian refugees resettled in Australia.
C	These findings point toward the importance of assessing both psychological and social stressors when assessing mental health of refugees.
C	Furthermore , these results draw attention to the influence of the host societyon post-migratory adaptation and mental health of refugees.
C	Further research is needed to replicate these findings among other refugee samples in other host nations.
B	Medicaid Buy-Ins are optional programs states may implement to create work incentives for people with disabilities.
B	These programs allow participants to increase earnings without losing Medicaid eligibility potentially moving them out of poverty without risking loss of health care coverage.
B	They also provide the opportunity for beneficiaries to offset some of their medical costs to the federal and state governments through premiums for coverage and increased taxes paid.
B	State and federal policy makers and administrators have speculated about who might enroll , how they might use the benefits , and whether positive health outcomes for persons with disabilities would result.
P	We compared characteristics and health care utilization of 184 enrollees and 158 eligible nonenrollees in Kansas' Medicaid Buy-In.
R	Enrollees were older and significantly more likely to have more than one disability , with mental illness being more prevalent than physical disabilities , and to have both higher Social Security and earned income.
R	A majority of the sample was dually eligible for Medicare and Medicaid with Medicaid paying most costs.
R	Home health service costs were the primary difference between enrollee and nonenrollee expenditures.
C	Increased Medicaid Buy-In enrollment could prevent long-term dependence on federal disability benefits.
C	( C ) 2010 Elsevier Inc.
C	All rights reserved.
B	Engaging community partners in research has the potential to make findings higher quality , more actionable , and more meaningful.
B	Less rigorous approaches , often used by community-engaged partnerships , may diminish data quality.
P	This study highlights the key guiding principles of a community-based participatory research ( CBPR ) approach , particularly in regards to improving rigor , for a door-to-door health survey conducted by promotoras in a low-income , Latino neighborhood in San Jose , California.
M	We describe the partnership formed to conduct the study and the participatory process used throughout the study in questionnaire and sample design , training , and survey administration that adheres to key CBPR principles.
M	Lessons Learned: Our participatory approach required building the capacity of partners , having all partners weigh in on issues that arose in the field , enlisting outside expertise , being responsive to partner concerns while adhering to validated survey methods , simplifying sample design , incorporating expectations for data quality into training , and dedicating sufficient staffing to survey administration.
C	The procedures , materials , and tools used by the community-engaged partnership in this study can be replicated by other community partnerships seeking to improve the quality of data used for decision making , program planning , and resource allocation.
B	Newborn mortality , comprising a third of all under-5 deaths , has hardly changed in low and middle income countries ( LMICs ) including South Africa over the past decade.
B	To attain the MDG 4 target , greater emphasis must be placed on wide-scale implementation of proven , cost-effective interventions.
B	This paper reviews economic evidence on effective neonatal health interventions in LMICs from 2000-2013 ; documents lessons for South African policy on neonatal health ; and identifies gaps and areas for future research.
M	A narrative review was performed in leading public health databases for full economic evaluations conducted between 2000 and 2013.
M	Data extraction from the articles included in the review was guided by the Consolidated Health Economic Evaluation Reporting Standards ( CHEERS ) checklist , and the quality of the included economic evaluations was assessed using the Quality of Health Economics Studies Instrument ( QHES ).
R	Twenty-seven economic evaluations were identified , from South East Asia and sub-Saharan Africa , with those from sub-Saharan Africa primarily focused on HIV/AIDS.
R	Packages of care to prevent neonatal mortality were more cost-effective than vertical interventions.
R	A wide variability in methodological approaches challenges the comparability of study results between countries.
R	In South Africa , there is limited cost-effectiveness evidence for the interventions proposed by the National Perinatal Morbidity and Mortality Committee.
C	Neonatal strategies have a strong health system focus but this review suggests that strengthening community care could be an additional component for averting neonatal deaths.
C	While some evidence exists , having a more complete understanding of how to most effectively deploy scarce resources for neonatal health in South Africa in the post-2015 era is essential.
P	This paper examines gender as a moderating variable between having an anxiety disorder diagnosis and coronary artery bypass grafting surgery ( CABG ) outcomes in rural patients.
M	Using the 2008 Nationwide Inpatient Sample ( NIS ) database , 17 ,885 discharge records of patients who underwent a primary CABG surgery were identified.
M	Independent variables included age , gender , race , median household income based on patient's ZIP code , primary expected payer , the Deyo , Cherkin , and Ciol Comorbidity Index , and an anxiety comorbidity diagnosis.
M	Outcome variables included in-hospital length of stay and patient disposition ( routine and nonroutine discharge ).
M	A 2 x 2 analysis of variance and logistic regression analyses were used to assess the interaction between gender and an anxiety disorder diagnosis on in-hospital length of stay and patient disposition.
R	Twenty-seven percent of rural patients undergoing a CABG operation had a comorbid anxiety diagnosis.
R	Rural patients who had nonroutine discharge were more likely to have comorbid anxiety diagnosis compared to rural patients who had a routine discharge.
R	There was a significant interaction effect between having an anxiety diagnosis and gender on length of hospital stay but not for patient disposition.
C	Three findings were noteworthy.
C	First , anxiety disorder is prevalent in rural patients who are undergoing a CABG operation.
C	Second , anxiety was a significant independent predictor of both length of hospital stay and nonroutine discharge for patients receiving CABG surgery.
C	Last , having an anxiety disorder diagnosis increased hospital stay for both males and females ; however , females seemed to be impacted more than males.
B	Risk factors for hip fracture are well studied because of the negative impact on patients and the community , with mortality in the first year being almost 30% in the elderly.
B	Age , gender and fall risk-increasing drugs , identified by the National Board of Health and Welfare in Sweden , are well known risk factors for hip fracture , but how multimorbidity level affects the risk of hip fracture during use of fall risk-increasing drugs is to our knowledge not as well studied.
B	This study explored the relationship between use of fall risk-increasing drugs in combination with multimorbidity level and risk of hip fracture in an elderly population.
M	Data were from Ostergotland County , Sweden , and comprised the total population in the county aged 75 years and older during 2006.
M	The odds ratio ( OR ) for hip fracture during use of fall risk-increasing drugs was calculated by multivariate logistic regression , adjusted for age , gender and individual multimorbidity level.
M	Multimorbidity level was estimated with the Johns Hopkins ACG Case-Mix System and grouped into six Resource Utilization Bands ( RUBs 0-5 ).
R	2.07% of the study population ( N = 38 ,407 ) had a hip fracture during 2007.
R	Patients using opioids ( OR 1.56 , 95% CI 1.34-1.82 ) , dopaminergic agents ( OR 1.78 , 95% CI 1.24-2.55 ) , anxiolytics ( OR 1.31 , 95% CI 1.11-1.54 ) , antidepressants ( OR 1.66 , 95% CI 1.42-1.95 ) or hypnotics/sedatives ( OR 1.31 , 95% CI 1.13-1.52 ) had increased ORs for hip fracture after adjustment for age , gender and multimorbidity level.
R	Vasodilators used in cardiac diseases , antihypertensive agents , diuretics , beta-blocking agents , calcium channel blockers and renin-angiotensin system inhibitors were not associated with an increased OR for hip fracture after adjustment for age , gender and multimorbidity level.
C	Use of fall risk-increasing drugs such as opioids , dopaminergic agents , anxiolytics , antidepressants and hypnotics/sedatives increases the risk of hip fracture after adjustment for age , gender and multimorbidity level.
C	Fall risk-increasing drugs , high age , female gender and multimorbidity level , can be used to identify high-risk patients who could benefit from a medication review to reduce the risk of hip fracture.
P	This study was designed to examine the early usage patterns of multiple grammatical functions of DO in children with and without specific language impairment ( SLI ).
P	Children's use of this plurifunctional form is informative for evaluation of theoretical accounts of the deficit in SLI.
M	Spontaneous uses of multiple functions of DO were analyzed in language samples from 89 children: 37 children with SLI , ages 5 ; 0-5 ;6 ( years ; months ) ; 37 age-equivalent children ; and 15 language-equivalent children , ages 2 ; 8-4 ;10.
M	Proportion correct and types of errors produced were analyzed for each function of DO.
R	Children with SLI had significantly lower levels of proportion correct auxiliary DO use compared to both control groups , with omissions of the DO form as the primary error type.
R	Children with SLI had near-ceiling performance on lexical DO and elliptical DO , similar to both control groups.
C	Plurifunctionality is not problematic: Children acquire each function of DO separately.
C	Grammatical properties of the function , rather than surface properties of the form , dictate whether children with SLI will have difficulty using the word.
C	Overall , these results support the extended optional infinitive account of SLI and the use of auxiliary DO omissions as part of a clinical marker for SLI.
P	The purpose of this study was to determine whether proactive criminal thinking , reactive criminal thinking , or both are responsible for crime continuity by way of psychological inertia.
P	It was hypothesized that reactive but not proactive criminal thinking would account for psychological inertia , the process by which certain cognitive variables link past crime to future crime.
M	Self-report data from 673 ( 322 male , 351 female ) mid- to late adolescent members of the Offending , Crime , and Justice Survey ( OCJS ) were organized into four waves of a fixed-sample panel design.
R	A path analysis revealed that while reactive criminal thinking successfully mediated the prior offending future offending relationship , proactive criminal thinking did not.
R	As predicted , the reason why proactive criminal thinking failed to mediate crime continuity was that prior offending did not correlate significantly with subsequent proactive criminal thinking.
C	These results suggest that reactive but not proactive criminal thinking is a vital link in the series of cognitive events that give rise to crime continuity.
C	The reason for this is that while reactive criminal thinking was both predicted by and predictive of offending , proactive criminal was only predictive of offending and therefore not a good candidate for psychological inertia.
C	( C ) 2016 Elsevier Ltd.
C	All rights reserved.
B	To systematically review evidence of the effects of the duration of untreated depression on the clinical outcomes of patients suffering from Unipolar Major Depression.
M	A systematic review and meta-analysis of the evidence of duration of untreated depression and the effect it has on clinical outcomes in Unipolar Major Depression.
M	Data used to this purpose were obtained from a literature search of the MEDLINE.
M	Psychoinfo and Embase databases.
M	Comparable data extracted from studies were entered and analysed using Cochrane Collaboration's Review Manager software Version 5.2.
R	Ten studies were identified as meeting the inclusion criteria.
R	Only three studies reported comparable data and were consequently used for the meta-analysis.
R	Pooled data indicates the overall positive effect of shorter duration of untreated illness both in a patient's response to treatment ( RR 1.70 ) and remission ( RR 1.65 ).
R	Other studies which were not included in the meta-analysis confirmed the importance of reducing delays in the treatment of depression in order to prevent the risk of worse outcomes and chronicity , in particular in patients presenting with a first episode of depression.
R	Data regarding the association between the duration of untreated episode in recurrent depression and clinical outcomes are less evident.
C	The heterogeneity of the selected studies was cause for limitations with regard to the carrying out of adequate meta-analysis.
C	There is evidence highlighting the importance of a reduced no-treatment interval for patients suffering Unipolar Depression.
C	In particular , there is emphasis on the first episode of depression corresponding to the notion of reducing the duration of untreated illness.
C	( C ) 2013 Elsevier B.V. All rights reserved.
P	In recent years , the rise of cross-sector alliances ( CSAs ) in education has elicited growing concerns regarding the unrestrained influence of external partners.
P	Against this backdrop , this study aims to explore the ways in which public schools perceive and collaborate with nonsystem actors ( NSAs ).
M	Using a qualitative design , 32 in-depth interviews with 29 school CSA coordinators responsible for managing 32 civic education CSAs in Israel were triangulated with CSA email correspondence and completed feedback forms.
M	Data were coded and analyzed using categorical techniques.
R	Three main themes emerged from our data: identity of the public education system , pedagogic identity of the school , and collaboration and mutuality.
R	While concerned by the threat of CSAs to public education , school coordinators expressed confidence in their ability to protect their school's identity from NSA influence via twin strategies of regulation and adaptation.
R	However , our analysis revealed that by avoiding substantial engagement with NSAs , the coordinators effectively ceded control to them over educational activities.
R	We propose two new theoretical constructs to categorize alliances: reproductive mutuality , in which schools effectively accept the ideology and programs of NSAs , by a form of soft coercion ; and transformative mutuality , in which school coordinators and NSA representatives engage in substantive dialogue about educational values , goals , and methods , leading to pedagogical innovation and protecting the public school ethos.
