Gerontology	"This study examined how patients experience transitions to community from hospitals, inclusive of daily living problems and medical concerns. Analysing qualitative data from interviews with 36 individuals including 17 high-risk older adults with multiple chronic health conditions recently discharged from hospital, and 19 family members who provided the patients with ongoing care, we asked (1) What are the challenges that patients experience in transitioning home from the hospital, and (2) What are the system and policy solutions that can address the challenges these patients experience? Our findings reveal both short-and long-term challenges associated with transitions back home. Short-term challenges include preparing the dwelling for the patient and understanding the organization of care at home. Long-term challenges are associated with practical and emotional concerns. Reflecting on our findings, we suggest that patients' social needs may be equally important to their medical needs during post-discharge recovery, and we discuss implications for policy."
Sociology	"A core claim of sociological theory is that modern institutions fall short of their meritocratic ideals, whereby rewards should be allocated based on achievement-related criteria. Instead, high-status actors often experience a ""status advantage"": they are rewarded disproportionately to the quality of their performance. We develop and test a theory of status advantage in meritocratic settings. The most influential model in past research derives status advantage from decision-makers' tendency to infer quality from status when quality is uncertain. The theory developed here integrates and extends this and other theories to explain the emergence of status advantage in the many meritocratic contexts where the decision-maker's personal, first-order sense of quality is less important to the decision. We argue that in such contexts, decision-makers must often coordinate with others to make the ""best"" decision, and thus they focus on the ""third-order inference"" problem of discerning who or what ""most people"" think is higher quality, as encoded in status beliefs. Three experiments demonstrate that under such conditions, status advantages can emerge even though (1) status information does not resolve uncertainty about quality; (2) the status belief is illegitimate; and (3) no party to the decision personally prefers the higher-status option. The theory implies that status hierarchies are resilient in the face of significant dissent but may be subject to public challenge."
Industrial Relations & Labor	"Franchise jobs are often viewed as epitomizing a ""low-road"" employee-management approach characterized by high turnover and several practices that are deemed unsophisticated, such as low investment in training, deskilling of work, and little encouragement of employee involvement. Research on franchise operations suggests, however, that the basic operating principles and practices of franchises tend to be more sophisticated than those of equivalent independent operators. Might their employee management practices be more advanced as well, notwithstanding the stereotype of franchise jobs? This study uses data from a national probability sample of establishments, drawn from surveys conducted in the mid-1990s, to examine the relationship between franchise status and employment practices. Descriptive statistics suggest that franchise operations used low-road practices, but once industry, size, and other control variables are included in the analysis, these operations appear to have offered better jobs with more sophisticated systems of employee management than did similar non-franchise operations."
"Public, Environmental & Occupational Health"	"Background: Nephropathia epidemica (NE), an emerging rodent-borne viral disease, has become the most important cause of infectious acute renal failure in Belgium, with sharp increases in incidence occurring for more than a decade. Bank voles are the rodent reservoir of the responsible hantavirus and are known to display cyclic population peaks. We tried to relate these peaks to the cyclic NE outbreaks observed since 1993. Our hypothesis was that the ecological causal connection was the staple food source for voles, being seeds of deciduous broad-leaf trees, commonly called ""mast"". We also examined whether past temperature and precipitation preceding ""mast years"" were statistically linked to these NE outbreaks. Results: Since 1993, each NE peak is immediately preceded by a mast year, resulting in significantly higher NE case numbers during these peaks (Spearman R = -0.82; P = 0.034). NE peaks are significantly related to warmer autumns the year before (R = 0.51; P < 0.001), hotter summers two years before (R = 0.32; P < 0.001), but also to colder (R = -0.25; P < 0.01) and more moist summers (R = 0.39; P < 0.001) three years before. Summer correlations were even more pronounced, when only July was singled out as the most representative summer month. Conclusion: NE peaks in year 0 are induced by abundant mast formation in year-1, facilitating bank vole survival during winter, thus putting the local human population at risk from the spring onwards of year 0. This bank vole survival is further promoted by higher autumn temperatures in year-1, whereas mast formation itself is primed by higher summer temperatures in year-2. Both summer and autumn temperatures have been rising to significantly higher levels during recent years, explaining the virtually continuous epidemic state since 2005 of a zoonosis, considered rare until recently. Moreover, in 2007 a NE peak and an abundant mast formation occurred for the first time within the same year, thus forecasting yet another record NE incidence for 2008. We therefore predict that with the anticipated climate changes due to global warming, NE might become a highly endemic disease in Belgium and surrounding countries."
Development Studies	"This paper examines whether an effective state-business relationship, facilitated by an organised private sector, improves firm performance in seven sub-Saharan African countries: Benin, Ethiopia, Madagascar, Malawi, Mauritius, South Africa and Zambia. The findings reveal that, on average, state-business relationships enhance firm productivity by about 25-35 per cent in sub-Saharan African firms. This effect appears to set in through an improved investment climate-including reduced corruption, better provision of public utilities and information technology development-and higher labour productivity. These gains are not confined to small and medium sized firms but have a similar positive impact on large firms. Further, both domestic and foreign-owned firms appear to benefit from joining business associations, although the impact is somewhat larger for the latter. Copyright (c) 2012 John Wiley & Sons, Ltd."
Geography	"There has been a very welcome recent growth in research directly with and by children and young people, with a wide range of reporting children's own views and experiences. Research ethics has also recently been receiving a great deal of attention, and there are debates about the extent to which research with children differs from research with other groups. This paper draws on the author's experiences of empirical sociological research with 12-15-year-olds conducted in a deprived town in SE England in the late 1990s that explored children and young people's social networks and neighbourhoods, and the implications for their health and wellbeing (social capital). The paper focuses on some ethical dilemmas raised during the research, and concludes with a discussion of broader issues related to dissemination and the policy implications of research"
Economics	"What happens in the developing world when stringent regulations characterizing the investment climate meet weak government willingness or capability to enforce those regulations? How is business actually done? The Doing Business project surveys experts concerning the legally required time and costs of regulatory compliance for various aspects of private enterprise-starting a firm, dealing with construction permits, trading across borders, paying taxes, getting credit, enforcing contracts, and so on-around the world. The World Bank's firm-level Enterprise Surveys around the world ask managers at a wide array of firms about their business, including questions about how long it took to go through various processes like obtaining an operating license or a construction permit, or bringing in imports. This paper compares the results of three broadly comparable indicators from the Doing Business and Enterprise Surveys. Overall, we find that the estimate of legally required time for firms to complete a certain legal and regulatory process provided by the Doing Business survey does not summarize even modestly well the experience of firms as reported by the Enterprise Surveys. When strict de jure regulation and high rates of taxation meet weak governmental capabilities for implementation and enforcement, we argue that researchers and policymakers should stop thinking about regulations as creating ""rules"" to be followed, but rather as creating a space in which ""deals"" of various kinds are possible."
Health Policy & Services	"Background: In anticipation of patient surge due to COVID-19, many states are working to increase the available healthcare workforce. To help inform state policies and initiatives aimed at physician deployment during COVID-19, we used predictions of peak patient volume for hospitals and intensive care units (ICU) and regional physician workforce estimates to measure patient to physician ratios at the peak of the pandemic for each state. Methods: We estimated the number of potentially available physicians based on Medicare Part B billings for the care of hospitalized and critically ill patients in 2017, adjusted for attrition due to exposure to SARS-CoV-2 and relevant experience. We used estimates from the Institute of Health Metrics and Evaluation to determine the number of hospitalized and ICU patients expected at the peak of the pandemic in each state. We then determined the expected ratio of patients per physician for each state at the peak of the pandemic. Results: The median number of hospitalized patients per physician was 13 (low estimate) to 18 (high estimate). At the high estimate of hospitalized patients, 35 states would have a patient to physician ratio of more than 15:1 (patient to physician ratios above 15:1 have been associated with poor outcomes). For ICU patients, the median number of patients each physician would treat across states would be 8-11 patients. Nine states would experience patient to physician ratios above 15:1 at the higher end of estimates. Patient-physician ratios decreased if the available physician pool was broadened to include physicians without recent experience treating hospitalized patients, and physicians in surgical specialties with experience treating acutely hospitalized patients. Conclusions/implications: We estimate that most states will have sufficient physician capacity to manage hospitalized patients at the peak of the pandemic. However, at the high estimates of hospitalized patients, some Midwestern states will experience high patient to provider ratios that may adversely affect patient outcomes."
Information Science & Library Science	"Pragmatic clinical trials often entail the use of electronic health record (EHR) and claims data, but bias and quality issues associated with these data can limit their fitness for research purposes particularly for study end points. Patient-reported health (PRH) data can be used to confirm or supplement EHR and claims data in pragmatic trials, but these data can bring their own biases. Moreover, PRH data can complicate analyses if they are discordant with other sources. Using experience in the design and conduct of multi-site pragmatic trials, we itemize the strengths and limitations of PRH data and identify situational criteria for determining when PRH data are appropriate or ideal to fill gaps in the evidence collected from EHRs. To provide guidance for the scientific rationale and appropriate use of patient-reported data in pragmatic clinical trials, we describe approaches for ascertaining and classifying study end points and addressing issues of incomplete data, data alignment, and concordance. We conclude by identifying areas that require more research."
Social Work	"The Labour Government in the UK has announced, as part of its launch of The Children's Plan, that it 'wants to make this country the best place in the world for children and young people to grow up' in. This latest Plan is further evidence of the surge of interest that there has been in children (and, in particular, early childhood) over the last ten years in the UK and indeed elsewhere. Many of the recent policy and practice initiatives have implications for social workers working with young children. Yet, social work as a profession, in comparison with education, has remained relatively silent on these initiatives and it is hard to find any critical analysis of these developments in terms of either their underlying discourses or their implications for social workers. This article sets out to address these gaps by providing a critical analysis of: what types of knowledge regarding the early years have gained political currency; why and how this is the case; and what the implications are for the role and practices of social workers. The article proposes that discourses of 'need' and 'provision' mask more powerful discourses of economics, social control and risk avoidance, and it concludes by advocating more critically reflexive social work practice with young children and their families."
"Social Sciences, Mathematical Methods"	"This paper presents a new algorithm to solve the one-dimensional optimal stratification problem, which reduces to just determining stratum boundaries. When the number of strata H and the total sample size n are fixed, the stratum boundaries are obtained by minimizing the variance of the estimator of a total for the stratification variable. This algorithm uses the Biased Random Key Genetic Algorithm (BRKGA) metaheuristic to search for the optimal solution. This metaheuristic has been shown to produce good quality solutions for many optimization problems in modest computing times. The algorithm is implemented in the R package stratbr available from CRAN (de Moura Brito, do Nascimento Silva and da Veiga, 2017a). Numerical results are provided for a set of 27 populations, enabling comparison of the new algorithm with some competing approaches available in the literature. The algorithm outperforms simpler approximation-based approaches as well as a couple of other optimization-based approaches. It also matches the performance of the best available optimization-based approach due to Kozak (2004). Its main advantage over Kozak's approach is the coupling of the optimal stratification with the optimal allocation proposed by de Moura Brito, do Nascimento Silva, Silva Semaan and Maculan (2015), thus ensuring that if the stratification bounds obtained achieve the global optimal, then the overall solution will be the global optimum for the stratification bounds and sample allocation."
Demography	"Sri Lanka is the fastest ageing South Asian population. Using data from the Sri Lanka Aging Survey 2006, this paper documents the health of adult child caregivers and their elderly parents, nature of care provided, areas of caregiver concern, factors associated with caregiver stress, and caregiver attitudes towards elder care. Adult children (n = 381), defining themselves as the elderly parent's primary caregiver, and their elderly parents (n = 430), constitute the sample for this analysis. Relatively poor health among elderly parents combined with substantial time required for care-giving, and a relatively high level of stress among caregivers, is observed. Gender differences are observed in the type of elder care provided, and in the risk of being stressed/worried. Most caregivers have favourable attitudes towards home-based care, negative attitudes towards institutional care, and expect support from their children in old age. Caregiver burden will increasingly become a policy concern given Sri Lanka's ageing population and the predominant expectation that eldercare is the children's responsibility."
Ethics	"The past is full of terrible tragedies, including slavery, World War I, and the Holocaust. Morality would clearly appear to support the preference that the victims of those calamities would have lived free and peaceful lives. And yet, a puzzle or even a paradox appears to be lurking here. Moral evaluation can be either personal or impersonal, yet neither one of these two perspectives, nor any other prevalent moral evaluation of events, appears to yield the morally expected conclusion. To the best of my knowledge this puzzle has not been discussed before. If there is no way to escape this surprising conclusion, then morality appears to be much more grim and unsympathetic than we normally think."
Management	"The twin-screw configuration problem arises during polymer extrusion and compounding. It consists in defining the location of a set of pre-defined screw elements along the screw axis in order to optimize different, typically conflicting objectives. In this paper, we present a simple yet effective stochastic local search (SLS) algorithm for this problem. Our algorithm is based on efficient single-objective iterative improvement algorithms, which have been developed by studying different neighborhood structures, neighborhood search strategies, and neighborhood restrictions. These algorithms are embedded into a variation of the two-phase local search framework to tackle various bi-objective versions of this problem. An experimental comparison with a previously proposed multi-objective evolutionary algorithm shows that a main advantage of our SLS algorithm is that it converges faster to a high-quality approximation to the Pareto front."
"Education, Special"	"The purpose of the study was to evaluate the effects of a system of least prompts procedure and use of a graphic organizer to teach the academic literacy standard of comparing characters in text for elementary students with moderate and severe intellectual disability. A multiple probe across participants design was used to evaluate the results. The results indicated the system of least prompts and graphic organizer intervention was effective in teaching the skill to one student. The intervention, with modifications, was effective for two additional students. All participants maintained and generalized the skill. Directions for future research and practical implications are discussed."
Social Issues	"Recent climate change statistics attribute over a quarter of carbon emissions to residential energy use in the United Kingdom. To address this, a building standard (Code for Sustainable Homes) was introduced to aim to reduce the levels of carbon dioxide emissions and energy consumption. This paper analyzes how such an environmental standard reconfigures the sociotechnological relations and practices of housing professionals that design, construct, and manage social housing. We focus on how actors engage with the standard's recommendation for incorporating low and zero carbon technologies into new buildings. We identify diverse practices that emerge from these engagements, which, we contend, have significant consequences for the working relationships of professional actors and for renewable energy provision. By being entwined in, and generative of actors' practices, we argue that the Code becomes part of the sociotechnological relationships and infrastructures that shape energy provision."
Economics	"The paper proves the existence of equilibrium in non-renewable resource markets when extraction costs are non-convex and resource storage is possible. Inventories flatten the consumption path and eliminate price jumps at the end of the extraction period, so that market equilibrium becomes possible. We distinguish between two types of solutions, one with immediate and one with delayed buildup of inventories. For both cases, we do not only characterize potential optimal paths but also show that equilibria actually exist under fairly general conditions. It is found that optimum resource extraction involves increasing quantities over a period of time. What is generally interpreted as an indicator of increasing resource abundance is thus perfectly compatible with constant resource stocks."
Law	"Judicial federalism scholarship has concentrated on the interplay between the U.S. Supreme Court and state supreme courts for incorporated rights, where the former sets the floor for rights in the states. But little has been said about judicial federalism and the unincorporated rights, where states are unrestricted in their freedom to define the rights. The Seventh Amendment presents a one-of-a-kind experiment in judicial federalism, as the only federal constitutional right that is duplicated in the great majority of state constitutions and has generated an appreciable body of case law. In this Note, I analyze the evolution of state court treatment of the intertwined-issues problem, both before Beacon Theatres, Inc. v. Westover announced the federal rule, and today. Surprisingly, I reveal first, a genuine split of authority in the states between the Beacon Theatres rule and a narrower rule, and second, that the states had nearly uniformly agreed to the narrower rule before Beacon Theatres a fact not discussed by the Beacon Theatres Court or litigants. The Beacon Theatres decision has transformed the doctrinal landscape over more than fifty years; many state courts have uprooted their state rules and planted the federal rule in its place. This Note concludes that state supreme courts need a distinct approach for unincorporated rights, such as the Seventh Amendment, to serve judicial federalism norms."
Political Science	"While the party decides theory explains the outcomes of past nomination battles for president, this year in the Republican presidential contest party insiders failed to anoint a standard bearer. Who decides when the party elites don't? In 2016, it was America's authoritarian voters. And their candidate of choice, Donald Trump, is anathema to party leaders. I argue that Trump's rise is in part the result of authoritarian voters' response to his unvarnished, us-versus-them rhetoric. The failure of Republican Party insiders to coalesce behind one candidate opened the door for Trump. Authoritarian-driven partisan polarization (Hetherington and Weiler 2009), increasing fear of real and imagined threats, and terrorist incidents abroad and at home provided the fuel for Trump's campaign. And Trump's message and manner ignited that fuel, propelling him to the Republican nomination for president."
Criminology & Penology	"This article explores the definition of forgiveness from the perspective of individuals who have lost loved ones to homicide. This article draws on 33 in-depth, semistructured interviews that asked participants to define and discuss forgiveness and non-forgiveness both in general and as it relates to homicide. Analysis shows three distinct definitions of, or orientations toward, forgiveness, each learned through interaction with family and/or religion: intrapersonal, interpersonal, and extrapersonal. Analyses suggest that future investigations must include multiple definitions of forgiveness, and victim services must be cognizant of these various pathways toward forgiveness."
Women'S Studies	"This essay examines women's spectacularly visible status in feminised mass cultural domains in the first decades of the twentieth century. Feminine spectacles are commonly understood to invite viewers to access women's bodies, yet early twentieth-century spectacles paradoxically called renewed attention to women's illegibility. Women's visual prominence made apparent their 'unknowability', recasting an ancient ideational heritage in modern terms. Representations of women as opaque in the early twentieth century constituted a challenge to ocularcentrism and reveal the centrality of femininity in mass mediations of epistemology and ontology. Drawing on written accounts of women's opacity in the fashion and beauty press, I argue that attention to spectacles of unknowability can be productive for feminist modernist studies. The texturing of histories of feminine spectacle challenges some tenacious dichotomies that continue to inform accounts of women's place in the modern, including those of subject and object, and visibility and invisibility. Focusing on opacity leads us to a productive account of the variable visibility of women in the modern, which foregrounds the multiple historical relations of different groups of women to regimes of visibility and keeps in view the diverse ways that differently classed and raced women were positioned vis-a-vis spectacle. The essay draws on feminist and postcolonial theory to suggest that an attunement to the unknowable not only nuances our understanding of a discrete historical period, but can lead the feminist researcher to confront and expand her own gaze in the era of capitalist modernity."
Public Administration	"This article reviews and synthesizes diverse streams of literature to assess the potential of deliberative democracy for American public administration. It asserts that the field should refocus its attention on the role of citizens in the work of government to help address the pervasive citizenship and democratic deficits in the United States. American public administration has an obligation to address these deficits because (a) it is required to do so by democratic ethos, (b) it has contributed to the deficits with its widespread embrace of bureaucratic ethos, and (c) it must find ways to effectively engage citizens within modern network and collaborative governance structures. This article identifies deliberative democracy as one potential method to help fulfill these obligations and explains how deliberative processes may help address the deficit problems. The article concludes by identifying a preliminary research agenda for exploring the potential of deliberative democracy for public administration."
"Social Sciences, Mathematical Methods"	"Survey Research Methods has slightly revised its publication policies. Firstly, starting with the publication of this Editorial, SRM will accept - under specified conditions - manuscripts that discuss experiments in non-probability samples for peer-review. Secondly, SRM will require authors to publish replication materials of their study as Online supplement to their article. Finally, Survey Research Methods will publish replication studies of articles published in the journal. This Editorial gives reasons for these changes."
Linguistics	"This study examines pitch range production in the read speech of female German second language (L2) learners of English of moderate to advanced proficiency. The study set out to identify to what extent the learners deviated from or adopted the language-appropriate pitch range values of the target language. Two potential ways in which the learners could deviate from or approximate the target were recognized: (a) by globally expanding their pitch range or (b) by adjusting their pitch range in a position-sensitive way that is linked to the phonetic realization patterns of underlying high and low tones at different points in intonation contours. Results showed that the L2 speakers produced pitch range values that were often language appropriate or approximated the target, although some deviations from the target were also identified. Deviations and target approximation were found to be position sensitive; that is, L2 learners were found to adjust their pitch range differently at the beginning as compared to later parts of intonational phrases."
Anthropology	"A veritable gold rush of oil and gas exploration and export development is washing along the coast of western Canada. This paper explores the contemporary setting and possibilities for collaborative research with Indigenous communities in the face of large-scale corporate interventions and the history of colonization. Drawing upon two decades of research and close collaboration with Indigenous communities on the North Coast of British Columbia, Menzies (himself an Indigenous scholar) argues that collaborative anthropology is both more necessary and more difficult than at almost any previous point in our history."
International Relations	"This article draws on official sources to investigate how New Zealand interpreted its Women, Peace and Security obligations through the development and implementation of its first National Action Plan (NAP) in 2015. Existing beliefs that New Zealand was already a 'world leader' in this field yielded an unambitious document. Government agencies such as the New Zealand Police (NZ Police) and New Zealand Defence Force (NZDF) have gone on to make some gains under the narrow remit of the NAP, but resourcing and accountability are lacking. Moreover, this focus on perceived existing strengths, and the drawing of objectives from these, meant that New Zealand missed an opportunity to initiate the kind of deeper structural changes initially envisaged by WPS advocates. This article therefore closes with a discussion of how two broader processes - 're-gendering' and 'de-othering' - could help New Zealand to better serve the original intent of the WPS agenda."
Social Work	"In Sweden, unaccompanied youths are placed within residential care units. However, to settle in a foreign country and feel emotional belonging is more complex than access to a physical building. The aim of this study is to critically discuss the concept of 'home' as experienced by the youths, narrated in nine focus group interviews. These interviews occurred in the aftermath of a turbulent migration time (2015), when over 35,000 unaccompanied youths arrived in Sweden. A transnational theoretical perspective stretches the meaning across national borders, when home links to people, processes and other geographical places. It is difficult to create an environment that mirrors the emotional attachment described in analysis. Earlier research has shown that residential care workers refer to the institutional setting as home, yet the results of this study show that the young people relate to the concept differently. Staff utilisation of the concept of home rather emphasises the lack of home-like aspects for the youths, creating a frustration in the current institutional conditions. Staff in residential care units must therefore be aware of the different interpretations and reactions that their actions and communications generate, in order to respond to various needs."
Ethnic Studies	"In recent years, the use of typologies of national models of integration to analyse and understand immigrant integration politics, policy or processes has become contentious. The approach has received a good share of criticism for offering stereotypical, inaccurate or too simplistic descriptions of how countries approach immigrant integration. According to critics, the approach lacks a clear definition and operationalization of the national model concept, it ignores internal variation, it is unable to account for change and, finally, it lacks a theory of action regarding how ideas affect policies. This paper responds to all these four criticisms but from the perspective of an ideational understanding of the national models approach. However, first, the paper distinguishes different kinds of national model approaches in order to offer a precise definition of the ideational approach it develops."
History & Philosophy Of Science	"This essay analyzes how academic institutions, government agencies, and the nascent biotech industry contested the legal ownership of recombinant DNA technology in the name of the public interest. It reconstructs the way a small but influential group of government officials and university research administrators introduced a new framework for the commercialization of academic research in the context of a national debate over scientific research's contributions to American economic prosperity and public health. They claimed that private ownership of inventions arising from public support would provide a powerful means to liberate biomedical discoveries for public benefit. This articulation of the causal link between private ownership and the public interest, it is argued, justified a new set of expectations about the use of research results arising from government or public support, in which commercialization became a new public obligation for academic researchers. By highlighting the broader economic and legal shifts that prompted the reconfiguration of the ownership of public knowledge in late twentieth-century American capitalism, the essay examines the threads of policy-informed legal ideas that came together to affirm private ownership of biomedical knowledge as germane to the public interest in the coming of age of biotechnology and genetic medicine."
